Majority Protein ID,Sample 01_WT,Sample 02_T1,Sample 03_T2,Sample 04_WT,Sample 05_T1,Sample 06_T2,Sample 07_WT,Sample 08_T1,Sample 09_T2,Sample 10_WT,Sample 11_T1,Sample 12_T2,Sample 13_WT,Sample 14_T1,Sample 15_T2
A2APV2,29.45461355930781,29.70792793897743,29.563945238244013,29.227770657099786,29.10568003229268,29.679596437990337,29.074274055635733,29.88857259465316,29.01534363583124,29.14087120694208,29.200759034913602,29.652239933860006,29.044497495468416,29.515950955219147,29.40334143111959
A2APX8,28.693240510185937,28.198332730568715,28.501005205541592,28.21312184056683,28.00374879639939,28.323463681841464,31.044089142513585,28.502420319295656,31.114050586071784,27.992200486223076,28.280019134120923,30.91613638349949,27.544420859697134,28.166822911513083,28.226272281280888
A2APY7,27.240938632616608,27.370378900447136,27.17347223611388,27.33089117712984,26.564111392528417,27.122693530844064,27.118627721080525,26.98465242322754,27.224600734091158,27.14631657823961,27.319054158166654,26.986620513461098,26.675161639951867,27.36047510776724,27.118396497947735
A2AQ07,26.369966453905615,26.933204449622714,26.36216597658608,26.792205266341952,25.139769127098912,25.93651167793581,26.521937200205556,26.501765376539954,27.056663954625016,26.89066813537645,27.30909390060645,26.401613276075512,25.02946589616845,26.937813237138826,26.58210420422928
A2AQ19,27.406053383866304,26.70314944750537,25.81560132749956,26.478131689114864,23.88960235507599,25.402484747939255,26.08493029486534,26.301549192030926,26.083383130903652,26.047730620502584,26.706549032819797,25.85990224474378,22.783827347871714,26.622725058739423,26.178274158604538
A2AQ25,27.364998059414134,27.60572709011188,27.382776882108463,27.585264417339133,26.90935087401854,27.39983955702359,27.371809957556373,27.54659098992294,27.11581135650537,27.89907240438484,27.517682364082287,27.32311079065349,27.074061665700953,27.777066432589606,27.326271826949082
A2ARP1,26.839796809392926,27.276177150951053,27.05427918193331,27.21957387679355,26.114318142085615,26.301674586443756,26.986649341700332,27.28359848654123,26.800541945210824,26.960802262636314,27.364805804440774,26.794512756285993,26.077608710769372,27.157751892291703,26.978354892563406
A2ASQ1,28.024253382030683,28.038760648081603,28.204476652014694,27.65409421684579,27.55262322163658,28.013300496581465,28.028781191344386,27.978978648058913,28.208768632701673,27.587336494094675,27.75409020132217,27.903283127260732,27.228648082791317,27.723781315274856,27.64518230437578
A2ASZ8,29.52018261320624,29.42477400359488,29.196643612740814,29.37620815920643,29.26229251636789,29.637756605878753,28.98080291787239,29.561840191285896,29.443422443164536,29.143087391816376,29.698970582930706,29.279765025717772,29.183992273343225,29.893642156591476,29.43356107393974
A2AWA9,27.92968684455278,28.307542938902582,27.940219379988015,28.042019141447813,27.739721157684926,27.950612467735198,27.982529526298578,28.259267026045052,27.583418323051184,27.8917336095702,28.073610666940926,28.119908923850407,28.102634256410465,28.22692998170638,28.329020983524156
A2AWP8,26.159296434281988,26.806564940141445,26.231594532863515,26.766529117853477,25.239284288949275,25.8977835071126,26.15946383695166,26.423781817666466,26.285689549351417,26.26581777050846,26.893056236522966,26.06101136675551,24.659369302452262,26.68389228272804,26.314755425179296
A2BDX3,26.853960465883052,27.4002351472999,27.02783738610312,27.760522054498136,27.47633123378919,28.26105844257871,27.750115024167325,27.9507282052395,27.890128354058035,27.958911490036943,28.22452181363275,28.00254684003799,27.529828065550557,27.374514100479896,28.054800499879285
A2BE28,25.935141882884327,26.714033780192725,25.84379352559476,26.506861664334636,24.23731179162312,25.147393113392276,26.10462023259801,26.2655391185198,26.010652626043427,27.41195917639554,26.742327585005313,25.852075137910333,21.160357097560436,26.621521065073136,26.059995139636523
A2BH40,25.879985184263784,26.618691173815304,25.82297950424416,26.446169468483397,23.886944975499915,24.893134457659876,26.01409256179208,26.21357776747368,26.0432075327342,25.938987299454176,26.681099890800013,25.709513004956037,20.566905992822605,26.553809984146156,26.1014245858963
A2RSJ4,26.998586747161937,27.420262090651807,27.195951682124825,27.358409687665414,26.18118236438477,26.564631493920096,27.193498085181705,27.211387777140484,27.11859612480788,26.805531257820046,27.464176035566183,27.10729029027503,26.111453799950727,27.16608182167079,27.078092007570934
A2RSQ0,26.136615259653826,26.801121973518782,26.03028835847309,26.608071938901233,24.59831856557497,25.255250614832413,26.2265092534431,26.348909220658705,26.269818589582766,26.050558485828105,26.872267189297347,26.12012285969789,23.663490459797867,26.724101796690906,26.315861176224743
A2RSX7,27.406053383866304,26.653417248690886,27.388921418991096,27.518366104022252,27.198088535078313,24.951686662147864,27.42500551922939,27.469321544582332,26.093176529030426,26.021669405596434,26.72751314559881,25.807806846903112,27.133077519615988,26.591867527467386,26.138874958708346
A2RT62,26.67539739946463,27.482640191999405,27.663496190652385,27.79846868974406,27.24312512257142,27.6811139615898,27.619569910858218,27.46148686525727,27.340715235620042,27.74809245959544,27.851130809371124,27.52454692351111,26.44230585678466,27.584709187263016,27.571220810620236
A2TJV2,26.416211261184618,26.874918215057182,26.512748968048182,26.915003764164638,24.981847527672528,25.7848072368403,26.153182954380465,26.52322510376196,26.27380717320103,26.228726101731095,26.8653923386495,26.06966120359265,24.301649201822723,26.904608593885055,26.425889084201785
A3KFM7,28.851999776985874,28.993952660981456,29.340109890854325,29.398621242348366,32.65022213952486,28.56500580812805,28.91120643113521,29.166008743850792,29.44851193760237,28.891854820533194,28.505584071364193,27.372219607791955,32.56473360042408,29.19674111867969,28.4891397071389
A3KFX0,27.018578521382945,27.38551591564906,27.26239279363541,27.328436424082103,26.33558410175436,26.587273291363452,27.00127514194906,27.17856059287041,27.017654028587273,26.78056891480893,27.64214966514519,27.32731478166495,26.77627811188196,27.513953298387165,27.111975624374363
A3KGF9,26.110110206862455,26.713367874077424,25.984042295190314,26.582903439614192,24.03178800417289,25.225956241097265,26.20060939061148,26.34343830537186,26.184162459255493,26.018652717647594,26.796587648637985,25.952065281973475,24.222641700935913,26.670312705120555,26.240418273763133
A3KMP2,27.452983026678606,27.773260102985205,27.512540565599835,27.708914166015695,26.961947511588985,27.524262244560067,27.486728325674505,27.529043654457748,27.571171337282827,27.67376449226973,27.724991625659143,27.39476392996266,26.999248164704436,27.931519232106734,27.760263976278747
A4FUP9,26.03547558037825,26.752592757818963,25.990656875062193,26.560148672949396,24.20737900090612,25.11453330908192,26.22190837352768,26.309845566599435,26.150687105729013,26.081627623212714,26.789714722006195,25.860011215435623,22.9232493128471,26.660480134347875,26.164575709415367
A6H5Y3,27.031066966973626,27.503906682325713,27.10369260976958,27.203421198888346,26.356505498779754,26.849962668558334,27.027159804969706,27.190468753985535,27.017101777312593,27.198216014648374,27.26013831083911,27.19994450594398,26.481096066232126,27.357147423505086,27.150108143738443
A6H5Z3,27.088332383781562,27.47513576806128,27.16617201528595,27.41988054489125,26.663266166511203,26.887644503360043,27.049039318880784,27.101027327168,27.1165154889011,26.905961969161226,27.421547191207146,27.000666547782377,26.697471911655732,27.351918289412474,27.44196134454214
A6H611,27.32711396127308,27.341394134722186,27.012670190349038,27.25283583573249,26.51055080222561,26.40223003653032,27.208943484221507,27.093269558271714,26.9746529458065,26.893402001709998,27.388385232134695,27.157255648800476,26.291578116317147,27.17153215779304,27.53784834655009
A6H630,29.066909283085245,28.95727629829162,28.923967841316276,28.80448573602503,28.828851003938883,29.28787012036904,28.989328603895313,28.89554104868806,29.151780533430273,29.118000174361818,29.151771006330307,29.080578285849338,28.9562312185363,29.227914111809394,29.035375804688517
A6H6A9,26.934184616923492,27.258943563602124,26.805156150249935,27.122407880713805,26.254341905786966,26.62249766102836,26.820134182468458,27.091353848857995,26.877436301391192,26.780856723901604,27.08574142431013,27.122309373711907,26.127679857542994,27.241901831607436,26.962644537559704
A6H8H2,25.869795864868554,26.606787801594926,25.7674588104092,26.425251582131942,23.74779796848287,24.80746947809423,25.990502154038836,26.203277539544732,25.98689480339999,25.903722478930252,26.659688813317313,25.661473488044972,17.97365813286038,26.54357370412071,27.433521832802768
A6X919,27.949525618843786,26.763182655039426,26.379340494836487,28.029646610123788,27.499402106469233,27.894705443627018,26.056690842027884,26.69235464151398,26.477972566782743,25.98191251565733,28.155267584854013,26.227727734323825,27.698016651609336,28.10225101458551,26.519234449654867
B0F2B4,26.683397975776007,27.218146865921533,26.90424583687718,27.22002614320823,25.98719555904512,26.782601199255616,26.707572648137752,27.182705072818592,26.672957606218656,26.97555991318056,27.198732412229997,26.779587429559136,25.502177250119257,27.180238551925143,26.924892598950915
B0V2N1,27.55322717322451,27.76309891325989,27.367694258119325,27.65005848794848,26.90488002375038,27.261962572075838,27.20413686887936,27.51143108298451,27.28421428138684,27.57721369520976,27.731091625430597,27.378732427340754,26.72530583251184,27.511783755235985,27.59717492939749
B1AR13,27.81425021475249,28.167320622752662,28.079941733756208,28.31215399979321,27.37545600748265,27.865269015745707,27.65406471973445,27.778453409881145,27.96829837178557,27.7416141383549,28.086727216796856,28.062652557966587,27.46456962566136,28.083453993376672,27.65804599722266
B1AVZ0,27.457921585010162,27.43961068392385,27.282239605376034,27.578370103830864,26.750136481186225,27.335702427683227,27.3748802392615,27.376049045128426,27.285661165287298,27.566874246815054,27.626917146049653,27.500282881273527,26.592317548139583,27.858168464636684,27.671740980642035
B1AXP6,27.991596025709914,28.071862678854444,27.962344168292663,28.128975619550616,27.51407853811587,27.95211332582999,27.957120169946016,27.31554470434521,27.11777413681605,27.91631827176774,27.495849784620447,28.010145065577714,27.52729450834144,28.34270345629063,27.229310773052124
B1AXV0,26.947812076021894,27.359779835343907,26.95435426473861,27.2897074604126,26.306797170397623,26.50959639795404,26.969745836588313,27.15359515271656,27.009444092534167,26.98696113386641,27.344470993751738,26.861818063729913,26.381060630184525,27.280900630309446,27.09129923428072
B1AY13,27.12580648937742,27.497502483957796,27.322422464369193,27.431683271276302,26.797782768177825,27.167407228964457,27.476412562087397,27.447209045054123,27.318993314139988,27.1096871394816,27.49533135961773,27.18404244671234,26.675969210439423,27.38371297169091,27.554265116800615
B1AZI6,26.121596943583228,26.807105651758015,26.086744229543616,26.67770298416679,24.671032399518534,25.34940959018267,26.22997780538589,26.439640152743305,26.098659879252626,26.161063302700015,26.84577764026515,26.049881632601497,23.658704964711827,26.681655748132197,26.181735405209842
B2RPU2,26.56977730861776,26.97635852588487,26.188214326560313,26.542698573398116,26.264775522512238,25.873887404028228,26.610195611671845,26.69912366584278,26.597319736639925,26.47141215717013,26.896039753416023,26.29294660846464,25.33605623709361,26.954172138008193,26.423518760286317
B2RQC6,29.19930639828268,29.32895489596874,29.506899168978205,29.36613160017974,29.267280220370022,29.248419506778866,29.272785835597293,29.361482561227355,29.368157735118213,28.873432404525225,29.35696761562541,29.29191035412509,29.308340369107814,29.165071400964706,29.440686507567072
B2RQR8;P0DPD9,27.406053383866304,27.561144173660427,25.845110513946835,26.438174138030938,23.938762624258953,27.270246885912897,26.067639143368435,26.263482806994645,26.021274730172003,26.02531576795211,26.696702544389385,25.75297656795833,23.36436780184282,26.57063349116061,26.043696457487144
B2RR83,26.110329289462342,26.78539237818442,26.317787359579853,26.714039104834786,24.78171208497601,25.43044679010097,26.356648657960747,26.426599630149237,26.23615661538615,26.044198922040223,26.850959668028697,26.126478115371334,24.2051442095329,26.693588375160353,26.346449233754655
B2RSH2,30.944979402706362,30.484367544140348,30.630420501937863,30.736666492233173,30.419472783442398,30.998614075676436,30.68939558013958,30.568349476618003,30.606503377271128,30.747318619348935,30.484215844004616,30.59157315804655,30.44435623345383,30.83885828951535,30.670056128366628
B2RUJ5,28.56462304923887,28.824127238874915,28.62609939710095,28.370396711499275,28.345086002622065,28.77159634637533,28.373908371091744,28.747504083485932,28.24304997306565,28.708456063104826,28.449542132362854,28.799402510113325,28.334358102365993,28.696079426192846,28.694874093319306
B2RUR8,27.69475645649762,27.771183197762955,27.496934673654156,27.714492945470734,27.18464909649922,27.591219596164475,27.474325054262735,27.575442578121372,27.435403995956218,27.13565207875864,27.74019353603131,27.353042281729927,27.211019444597586,27.650486652436065,27.789661849528066
B2RXA1,25.91639972478793,26.640563056300945,25.828660372073237,26.460163774957614,23.920024576756553,24.932504187675924,26.039923870921935,26.238291426897,26.020611545511017,25.95655422913415,26.700068932330424,25.76789046711556,21.05966462572241,26.591876085515718,26.070253170217438
B2RXC1,28.23902584673474,28.498137250489854,28.158268118700242,28.15994827018595,27.753813598825538,28.08857012313621,27.899972775401306,28.367624068006457,28.037273980811847,28.15936813135371,28.156280705710262,28.491250622437878,28.233831868318926,28.333647954521883,28.376368370467976
B2RXR6,26.407598836425684,27.12448491019888,26.293155536220016,26.82445411392317,25.61551435474286,26.191399557688626,26.60692455774575,26.924002457422908,26.361740397826313,26.577488543885508,26.953328993821454,26.65379894839056,25.15529233149617,26.95321757997742,26.581299802637172
B2RXS4,28.57757390470946,28.875710238833484,28.554717227259204,28.58494653691221,28.35545714465644,28.600955607079005,28.428639624237242,28.72286976192272,28.32616510421823,28.73433743414928,28.565498418210705,28.808084757789185,28.706809449821424,28.637723499394852,28.87334411205033
B2RY04,27.510781260818842,27.74384358491601,27.68210580808699,27.845467609628837,26.824492418155337,27.302531930847113,27.467267050563724,27.66018618244615,27.39273053879734,27.259311192286056,27.70119010991721,27.393045995009473,26.88317735588907,27.643347344229962,27.674572200209827
B2RY56,27.186760654844853,27.548986240214408,27.240905403362937,27.422409248380465,26.66614114567849,27.15895981898717,27.137776222035704,27.448233588673865,27.168015446417673,27.510417888594837,27.567926957369206,27.48108182744324,26.579139255391574,27.467980897392714,27.389508008269893
B7ZMP1,26.24380377672295,26.70056166539733,26.154501780272042,26.63047778302517,24.546094907326598,25.35106227174812,26.183087152448213,26.397974965854196,26.154697972437642,26.439270509851003,26.777664177504942,25.914031796861128,22.481632178825492,26.665658245776804,26.376435325932327
B8ZXI1,26.092797493599743,26.677473064403063,25.853494232615507,26.490009618843978,24.257989706081087,25.376986052150922,26.1143683154798,27.469321544582332,26.160449176937686,26.124002500125943,26.729294678039107,25.7247167254143,22.794615166531184,26.663841099744154,26.158975753879464
B9EHT4,26.246017019541398,26.771669475864496,26.21244436890891,26.646510926673965,24.652825495622185,25.557647262046935,26.322810616378227,26.34506398865704,26.186771270090045,26.08030856030202,26.857120401400298,26.037115767717758,23.602159787719284,26.744814202943708,26.413562617023327
B9EJ80,27.57308796476803,27.723937361156896,27.81714086234376,27.70040611868199,27.253261159992185,27.554730612645276,27.6235521822574,27.724309874636088,27.648704952563143,27.394587322437438,27.756891709053402,27.43149219267494,27.072733619753475,27.772039642782833,27.644288539465265
B9EJ86,27.196680178450094,27.4340282454075,27.178334440038373,27.52289439348676,26.662030335666064,27.050007822914615,27.287689575411097,27.256437396411744,26.88596520139998,27.033713867365673,27.499329080847076,27.222690937224463,26.439756345839832,27.423591937491672,27.316982843565384
B9EJA2,26.140228502307494,26.769766811044857,26.034177584266658,26.505281317430736,24.685380803117386,25.41772491331836,26.296498309134854,26.37286064832355,26.32637796461036,25.976768034754986,26.78839594557143,25.973485095096816,23.225939498995213,26.644947460537754,26.38875336452
B9EJI9,27.406053383866304,26.599540180536184,25.818186032888935,26.50634718203343,24.1259853510191,25.432232317433343,26.024976842607998,27.469321544582332,27.426930075609512,26.033858275722572,26.66200311357317,27.372219607791955,0.0,26.548967642804744,26.089341070447972
B9EKI3,26.52621137069565,26.99532195822133,26.52532061727516,26.838059104942445,25.51050377762835,25.97567104703646,26.621334716491077,26.56515192100097,26.62572749745858,26.571916956838855,27.02058232527759,26.341684965148435,25.357793095759504,26.844101623327724,26.57891268781348
B9EKR1,32.100530925034626,31.7188733726644,32.062901352110025,31.78472165345418,32.122863447131124,32.359541753512254,32.17608832431356,31.928279475991282,32.08104300477661,32.3325168715832,31.65047695969007,31.98908983489354,32.25899428462064,31.61330386331975,32.090199732860775
C0HK80;C0HK79,26.703484693026493,27.189137654643115,26.71729775302107,27.152360211018646,25.962806797759104,26.221507386588204,26.763729588569365,27.040965386395214,26.89728612946813,26.65173966344135,27.26475326769321,26.69493702466653,25.910125765755545,27.1056378203029,26.721259448494198
C0HKD9;C0HKD8,26.132757669516955,26.77082555677316,26.067958092560396,26.635565254952507,25.126557176913362,25.478298210323214,26.462738059177813,26.37412182567998,26.266408878024713,26.33875394295018,26.802417561842397,26.013691056899468,24.509831109685848,26.678932409156683,26.362941764776494
C0HKE9;C0HKE8;C0HKE7;C0HKE6;C0HKE5;C0HKE4;C0HKE3;C0HKE2;C0HKE1;Q8CGP6;Q8R1M2;Q8CGP7;Q8CGP5;Q8BFU2,25.999560296642816,26.85386422293325,25.916398511484914,26.522790617955756,25.97252419051308,25.622087896177295,26.378493218729766,26.30844010693382,26.152846701236953,28.819514624740236,28.344169239579177,25.868417374343935,22.800551783548155,26.64237149749322,26.200060178529444
C0HKG6;C0HKG5,26.10779785370444,26.76110386570564,25.983172555492605,26.63187966767191,24.306189654264625,25.18195641392083,26.186321518171738,26.350086936880707,26.186469040926667,26.026850657796576,26.69580165462545,25.846387862580205,24.005714400304402,26.590945813826654,26.20032215310234
CON__ENSEMBL:ENSBTAP00000025008,26.82061997095828,27.49214767072461,26.933457043209035,27.36689486375189,26.592717926549746,26.611297204913374,26.92328779050542,27.08391903127491,26.814336551825253,26.797340843775057,27.386429450563632,26.586530374258878,26.16574031399518,27.00337676689486,26.74400335167502
CON__O43790;CON__Q14533;CON__P78385,25.886767756399113,26.70338843115013,27.388921418991096,27.518366104022252,23.693766822043944,27.270246885912897,25.976420131105662,27.469321544582332,26.393182561924146,27.41195917639554,26.74515328756168,26.350176032494296,27.133077519615988,26.531165850281678,27.433521832802768
