Majority Protein ID,Sample 01_WT,Sample 02_T1,Sample 03_T2,Sample 04_WT,Sample 05_T1,Sample 06_T2,Sample 07_WT,Sample 08_T1,Sample 09_T2,Sample 10_WT,Sample 11_T1,Sample 12_T2,Sample 13_WT,Sample 14_T1,Sample 15_T2
A2AF47,0.17056238450302694,0.16984123831093784,0.18925768121507183,0.16299166592799563,0.09952226107090248,0.1485749748039857,0.16592663598325277,0.14801447707270157,0.1537611781528066,0.11339242903839265,0.18089534411125766,0.1670459717318094,0.12813333598353352,0.14024751357883455,0.12449116744269273
A2AG50,5.228280219741321,4.663266585870122,6.047324561383944,4.9127174545143335,3.396466502743934,5.808748107302257,3.7964084136197576,3.7616889521393215,3.913114161267488,8.410712806605842,4.395842615135849,5.4339041035476,5.0271251618310515,4.713800323388876,4.847080175196555
A2AGT5,4.815655461776457,5.577486253778801,6.1210613202989075,6.320443131584024,4.34949979563653,4.711167212353894,5.23812029045993,6.341348547853785,5.130890185721626,3.675264076699915,5.980188551678534,4.873197096816065,3.967827907671153,5.218125989467199,5.75544092451594
A2AHC3,0.14063549896748537,0.11525933357135038,0.14419632854481662,0.11588511320713382,0.0740124409958522,0.10044842991991934,0.10931929025025469,0.11845132375638517,0.08085094813668704,0.08744394963667917,0.13937099047638346,0.16639276341278672,0.08878241783185628,0.12849322607084113,0.10875122681214305
A2AI08,0.009440761737571387,0.031642797050078796,0.025381831013172835,0.028159158649035825,0.019830866194733236,0.021346689804700125,0.00682843621132043,0.0,0.02152040364302491,0.0,0.026450474559212032,0.02660749832647152,0.03719104770063572,0.029634781455669293,0.031240888093755304
A2AIG8,0.3617235532716482,0.38087492808302936,0.3389296468570922,0.3988753932208134,0.19645580371407056,0.2711628140391904,0.3446465412894302,0.3045884085503793,0.34036575499421395,0.40748129860270577,0.37327392554621824,0.1723812369952361,0.3188495409834066,0.34317054856819473,0.39295237903367836
A2AIL4,0.11917437532007685,0.11749272488305006,0.10715498631950988,0.09517825558512247,0.09571465626975961,0.04379136006055354,0.0782066104929232,0.1191517782375817,0.08954113762590102,0.06980777198016092,0.13211494774431648,0.10659132260883933,0.08338807911063893,0.12208800636934626,0.11008622770785396
A2AJA9,0.21768505910926156,0.08662289911865464,0.28395479659938083,0.14867441192912736,0.07403130920596689,0.3130402998781194,0.09745393489617418,0.363287487627105,0.2052264114611516,0.08667039292140495,0.09436703453135895,0.17565604648724908,0.15236516097792016,0.2545693881033823,0.17095013218049254
A2AJB2,0.01052564031469249,0.0,0.0,0.011253031324344803,0.0,0.0,0.0,0.009346347949809724,0.007266193888785631,0.007615642975581387,0.009155256947164812,0.0,0.005287234766396347,0.008339396380838797,0.00787277101645465
A2AJI0,1.9300175336313865,1.736162143572985,1.7303559425377995,1.6387423637998066,1.09107311809161,1.882588970778377,1.0929172844919992,1.9026529524700353,1.151289177885866,1.584234998364271,1.3925555343291875,1.7164911760411676,1.044210185440926,1.880791091019746,1.6066689101527873
